,00:00:00,00:05:00,00:10:00,00:15:00,00:20:00,00:25:00,00:30:00,00:35:00,00:40:00,00:45:00,00:50:00,00:55:00,01:00:00,01:05:00,01:10:00,01:15:00,01:20:00,01:25:00,01:30:00,01:35:00,01:40:00,01:45:00,01:50:00,01:55:00,02:00:00,02:05:00,02:10:00,02:15:00,02:20:00,02:25:00,02:30:00,02:35:00,02:40:00,02:45:00,02:50:00,02:55:00,03:00:00,03:05:00,03:10:00,03:15:00,03:20:00,03:25:00,03:30:00,03:35:00,03:40:00,03:45:00,03:50:00,03:55:00,04:00:00,04:05:00,04:10:00,04:15:00,04:20:00,04:25:00,04:30:00,04:35:00,04:40:00,04:45:00,04:50:00,04:55:00,05:00:00,05:05:00,05:10:00,05:15:00,05:20:00,05:25:00,05:30:00,05:35:00,05:40:00,05:45:00,05:50:00,05:55:00,06:00:00,06:05:00,06:10:00,06:15:00,06:20:00,06:25:00,06:30:00,06:35:00,06:40:00,06:45:00,06:50:00,06:55:00,07:00:00,07:05:00,07:10:00,07:15:00,07:20:00,07:25:00,07:30:00,07:35:00,07:40:00,07:45:00,07:50:00,07:55:00,08:00:00,08:05:00,08:10:00,08:15:00,08:20:00,08:25:00,08:30:00,08:35:00,08:40:00,08:45:00,08:50:00,08:55:00,09:00:00,09:05:00,09:10:00,09:15:00,09:20:00,09:25:00,09:30:00,09:35:00,09:40:00,09:45:00,09:50:00,09:55:00,10:00:00,10:05:00,10:10:00,10:15:00,10:20:00,10:25:00,10:30:00,10:35:00,10:40:00,10:45:00,10:50:00,10:55:00,11:00:00,11:05:00,11:10:00,11:15:00,11:20:00,11:25:00,11:30:00,11:35:00,11:40:00,11:45:00,11:50:00,11:55:00,12:00:00,12:05:00,12:10:00,12:15:00,12:20:00,12:25:00,12:30:00,12:35:00,12:40:00,12:45:00,12:50:00,12:55:00,13:00:00,13:05:00,13:10:00,13:15:00,13:20:00,13:25:00,13:30:00,13:35:00,13:40:00,13:45:00,13:50:00,13:55:00,14:00:00,14:05:00,14:10:00,14:15:00,14:20:00,14:25:00,14:30:00,14:35:00,14:40:00,14:45:00,14:50:00,14:55:00,15:00:00,15:05:00,15:10:00,15:15:00,15:20:00,15:25:00,15:30:00,15:35:00,15:40:00,15:45:00,15:50:00,15:55:00,16:00:00,16:05:00,16:10:00,16:15:00,16:20:00,16:25:00,16:30:00,16:35:00,16:40:00,16:45:00,16:50:00,16:55:00,17:00:00,17:05:00,17:10:00,17:15:00,17:20:00,17:25:00,17:30:00,17:35:00,17:40:00,17:45:00,17:50:00,17:55:00,18:00:00,18:05:00,18:10:00,18:15:00,18:20:00,18:25:00,18:30:00,18:35:00,18:40:00,18:45:00,18:50:00,18:55:00,19:00:00,19:05:00,19:10:00,19:15:00,19:20:00,19:25:00,19:30:00,19:35:00,19:40:00,19:45:00,19:50:00,19:55:00,20:00:00,20:05:00,20:10:00,20:15:00,20:20:00,20:25:00,20:30:00,20:35:00,20:40:00,20:45:00,20:50:00,20:55:00,21:00:00,21:05:00,21:10:00,21:15:00,21:20:00,21:25:00,21:30:00,21:35:00,21:40:00,21:45:00,21:50:00,21:55:00,22:00:00,22:05:00,22:10:00,22:15:00,22:20:00,22:25:00,22:30:00,22:35:00,22:40:00,22:45:00,22:50:00,22:55:00,23:00:00,23:05:00,23:10:00,23:15:00,23:20:00,23:25:00,23:30:00,23:35:00,23:40:00,23:45:00,23:50:00,23:55:00,,
2021/11/29,0,0,0,0,0,0,0.8613,1.7581,3.15,2.9322,4.9035,12.5312,16.3075,17.0283,13.6239,12.2185,3.8361,5.0592,14.5348,15.1718,14.0383,16.0901,14.3634,12.4017,14.8515,15.3318,15.8724,14.6706,13.4486,11.9021,15.5541,14.7404,18.3724,16.2374,14.9698,28.0521,27.3319,16.5091,24.2873,25.8906,9.9824,4.0236,3.9319,6.363,3.9712,3.1728,3.7795,3.383,2.9164,1.5019,1.5528,1.9173,3.138,4.1146,3.5342,4.7987,2.9812,3.5449,2.4616,2.3816,5.4973,1.5865,2.0036,1.9185,1.7254,1.8768,3.3695,3.0917,3.4587,8.1297,2.9603,3.2469,7.1489,13.4667,10.21,7.6443,15.7701,15.6706,14.0508,15.2148,13.9877,15.4343,13.1431,14.386,12.5773,11.735,12.3651,14.2451,14.2653,10.9428,12.9757,14.1176,13.7802,18.7568,17.8114,13.9651,17.0141,14.7474,13.0286,12.2447,11.8707,10.9225,9.8164,9.4804,9.801,9.992,11.0772,11.6082,10.8407,8.7775,9.5371,8.3968,7.7666,9.9706,7.2798,0.8127,0.8447,1.2166,0.9715,0.9852,0.3629,1.2184,0.9242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/11/30,0,0,0,0,0,0,2.9436,2.1606,2.8935,8.3786,11.521,7.8544,4.2589,10.0489,3.7125,4.9577,4.4388,10.121,2.2515,2.2142,2.2981,3.532,5.7688,5.1624,4.7566,2.0639,2.3946,3.3904,3.8681,9.2231,5.7487,4.6274,5.0792,2.915,1.5596,1.9308,2.4638,9.0491,2.33,2.4045,2.6426,3.1683,1.9778,3.5484,2.8519,2.9811,2.3276,3.2775,5.6481,7.5811,7.3383,7.7127,7.4444,5.5017,7.2839,7.6067,7.9592,6.6498,8.2369,6.8926,6.6057,6.1828,5.1602,3.6093,4.0018,3.6679,4.8905,5.8325,3.5999,6.4035,4.8902,5.9445,8.7035,6.8497,7.2805,6.6118,3.9472,4.6815,4.2542,3.8816,3.7406,6.348,9.3355,6.7353,8.7814,7.8003,6.9879,11.3426,8.1767,8.1383,10.4854,12.3874,9.0872,14.2294,8.1412,5.8496,10.0485,9.4049,14.0064,7.0059,6.9066,7.3048,7.8019,9.6391,8.8382,8.6724,8.3504,8.248,8.9535,9.5579,9.4059,15.2007,18.773,5.6378,8.8588,5.2042,8.1619,10.9839,4.0817,2.7284,2.3954,0.2632,0.9349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/12/1,0,0,0,0,0,0,1.3828,3.436,1.3962,2.6548,7.019,11.1865,6.2853,7.2894,4.4997,12.3129,19.3268,11.9002,5.2016,12.0661,16.4627,16.2294,13.7263,16.7357,15.7081,5.9972,2.6425,7.8915,16.7094,14.4528,13.1431,6.8496,3.1391,4.6391,4.4976,4.4903,4.7732,17.8926,25.1824,24.3722,22.1823,22.9541,22.5189,22.6932,24.7364,32.1387,23.7544,12.4532,12.9524,16.2985,11.4344,11.767,16.7812,14.6235,16.8252,14.7009,13.5377,13.9736,16.6337,14.7165,13.6567,17.5732,16.7372,15.5363,15.3994,15.8811,14.758,13.4551,11.726,11.6649,11.2082,11.7582,10.564,11.0608,11.0393,11.0101,13.4777,9.5826,9.0579,8.0922,11.1219,12.5181,11.8145,13.64,13.5768,16.2989,10.424,1.8423,4.5172,7.0587,7.0147,6.8488,5.7169,11.4214,6.7961,5.063,7.2779,7.1063,6.3215,13.0211,10.4307,7.8215,16.374,7.8655,6.5243,0,1.0902,3.542,0,0,0,0,0,0,0,0,6.3881,7.102,6.5961,5.1708,7.3163,4.8659,0.2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/12/2,0,0,0,0.3032,2.5937,1.6921,3.503,4.957,7.129,2.2545,7.2755,2.3978,8.7591,15.6263,13.2103,9.6478,10.6792,11.6463,9.3957,11.0639,23.1078,10.9782,9.8034,9.1244,11.0937,18.0163,7.3522,4.6578,5.7472,4.6098,4.2467,5.3213,5.0676,5.1843,3.3626,2.5152,3.4385,3.2652,8.1949,14.9753,13.1774,7.7435,8.1712,8.0975,7.581,10.5759,10.695,9.8803,9.0911,7.3185,8.054,13.5188,14.1161,13.7163,14.0036,13.6388,12.6773,10.7632,10.4144,11.8502,8.8055,7.0389,8.255,9.5451,10.7247,9.771,14.6628,13.4992,11.5739,10.5309,12.43,11.5072,9.707,12.0964,11.5651,9.2673,11.0341,9.5187,12.5452,10.9384,9.1889,8.902,7.1178,6.7372,8.0756,9.4079,7.543,7.5128,6.2028,2.4884,2.8766,5.359,8.349,10.7745,7.3525,7.6497,8.366,7.7646,7.6277,9.0911,8.0698,10.2193,5.2254,9.3272,8.2136,8.7059,7.3887,7.4233,10.0058,11.2744,13.3814,10.8181,8.1803,7.9877,8.9629,11.3194,12.2269,7.3509,7.6782,2.4412,0.3249,0.2346,0.1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/12/3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.921,6.4249,6.0131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0183,3.8388,2.5135,2.5021,2.3172,1.7665,1.7842,2.076,1.5361,2.7931,5.5282,3.339,4.1553,8.6937,9.7695,8.1983,7.4528,8.6642,7.214,9.5981,6.1712,5.0461,6.8853,3.1262,2.1312,14.6501,2.5411,2.0716,2.8204,2.6231,2.8213,4.6411,3.605,2.3297,2.6746,3.8972,3.2138,2.5374,1.4818,1.4525,1.6063,1.5596,1.9313,1.7881,5.9876,6.8138,8.5341,7.5113,7.3235,7.489,8.4452,10.3788,11.22,7.7409,13.8181,14.4607,4.1831,9.9286,15.4982,2.7518,3.4374,3.2042,3.7934,2.2293,3.3411,4.2808,3.9105,2.9616,1.6916,1.1818,1.4559,2.3182,1.4014,0.9138,1.3444,3.627,4.4152,2.4466,2.6005,1.3958,1.2521,1.512,0.6465,0.3125,0.3823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/12/6,0,0,0,0,0,0,0.2458,5.3708,3.6667,4.4618,5.4263,8.3803,10.8261,19.3093,5.0802,7.693,5.7295,6.3272,4.7979,4.6694,2.5285,2.4651,1.7056,3.3586,5.815,4.5584,3.4874,6.6392,8.2495,8.7654,10.7201,11.8284,10.5118,11.6838,5.5261,2.9714,7.7563,11.2035,8.6127,8.0165,6.7594,1.7297,1.8887,1.7668,2.3797,4.1423,4.8752,2.8431,2.7245,2.573,2.1261,4.5295,3.662,6.0769,4.7646,5.6215,5.9683,5.2321,5.8886,4.365,3.885,3.7149,3.5481,2.7424,1.5417,1.4771,3.626,6.6419,5.439,5.6414,6.7838,5.6182,4.6684,4.1108,4.272,3.9292,4.3334,3.9262,4.1583,4.2488,3.2411,2.7293,1.9771,2.6725,3.3231,2.7745,6.8237,6.9149,2.8526,3.4724,3.3105,4.2592,2.2383,2.1664,2.581,1.1452,1.669,2.6972,2.8818,1.8365,1.966,1.5987,5.6856,12.7576,8.7652,9.2658,9.4994,7.7949,7.5181,8.394,8.7671,6.6085,4.3079,4.2574,11.4729,8.286,2.4882,3.0526,1.3624,1.1888,1.8714,1.1447,0.9408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/12/7,0,0,0,0,0,0,2.3061,2.9178,2.1198,1.1745,4.496,4.65,2.5798,7.967,4.2641,4.6616,4.7399,4.8509,3.8101,3.4555,1.9141,2.9218,3.1182,5.5149,5.0459,3.6889,5.8793,19.2516,18.9806,5.3538,5.3725,4.5236,6.296,5.0033,5.9367,4.4542,7.1632,6.661,5.4513,5.0467,4.4178,4.3794,5.1612,4.4376,11.365,3.6738,6.5329,3.0053,2.8226,3.2381,6.715,4.7078,2.5209,7.7677,5.1051,7.0118,8.1279,5.4109,6.1453,6.0194,4.2047,4.3568,4.1331,2.7738,4.8055,5.0391,2.7409,5.8377,4.3393,3.6507,2.53,5.2602,5.3051,3.0871,2.9123,2.7477,4.3537,3.4091,1.915,1.9368,5.3899,4.1934,2.1239,2.1658,2.885,2.8503,4.3243,3.2088,2.5583,3.9802,3.1023,5.1332,4.1394,4.6162,3.1098,3.8336,3.7437,4.2621,3.5591,3.3634,2.8977,4.302,4.0899,4.8795,3.4124,2.6485,3.8767,4.0807,3.6112,3.4555,3.3496,3.0696,2.6833,3.3736,2.5476,1.8979,2.1111,2.9239,2.5725,1.3658,0.9082,0.223,0.1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/12/8,0,0,0,0,0,0,0,4.3879,2.7779,3.5388,4.8307,7.861,18.9507,21.6181,12.5927,8.4176,9.0336,9.2284,0,5.813,9.4759,6.638,3.9185,2.8719,0,10.6897,3.9449,0,0,6.0699,6.1157,5.6719,5.3039,4.9943,5.9912,3.8558,7.6102,14.8741,1.8481,4.636,3.0427,8.6326,4.115,7.5735,4.3364,5.98,5.4918,5.5144,3.5334,6.0112,3.822,2.438,2.8164,4.5336,3.7555,6.1338,5.7246,6.0567,5.767,4.8493,3.6609,4.743,6.044,3.1011,2.5447,2.5204,2.0541,2.8387,3.8158,10.965,9.0472,12.6802,10.0345,10.6916,9.9252,9.163,3.6316,1.9307,4.6828,3.8263,3.4398,3.7267,4.1178,4.0384,6.3585,5.999,5.7066,3.4465,5.0332,3.7757,4.6924,3.866,5.1585,4.6267,5.444,2.6866,3.731,5.7471,4.3896,5.6008,4.1199,4.7543,4.8548,3.7948,4.0849,5.4629,5.1691,5.8626,5.165,8.2606,6.6698,3.0382,3.4091,3.2793,2.3047,1.1063,1.273,0.6584,2.6727,1.2089,0.4323,0.1273,0.1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/12/9,0,0,0,0,0,0,1.3329,0.621,0.8363,2.2636,3.2483,4.2914,6.0141,9.3411,6.7766,6.5058,8.3554,10.321,6.7909,4.3862,7.365,6.5677,10.7418,6.1046,4.2145,9.8693,8.0264,7.96,7.1898,6.5037,7.8046,3.8455,10.3264,9.4925,11.0117,12.2411,5.0817,4.9525,5.9067,10.4665,6.0252,7.745,6.6962,4.9837,10.7833,5.0156,12.7529,14.5272,14.9901,10.0357,2.2276,6.5677,5.3968,3.3225,3.9676,5.9278,6.0365,9.1742,15.2229,14.5624,12.6301,1.5163,1.5759,0.9596,0.5301,0.5663,5.1344,21.8157,21.0661,5.5152,1.8673,2.5102,4.3263,1.5932,2.6322,2.6068,4.7921,3.4762,2.6254,1.2484,1.3871,1.4638,1.6607,2.4212,1.4396,2.5284,5.9668,2.0445,2.3959,1.963,1.862,2.0418,1.4516,2.1294,2.2681,1.6465,2.8841,4.4784,7.5882,3.1524,1.8274,7.6113,2.9227,2.6969,1.7159,3.0108,5.7251,2.7167,3.8894,4.3435,5.6603,2.3642,2.8889,3.7258,1.7048,1.5865,1.8899,4.3476,0.5253,0.62,0.432,1.0233,0.6689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/12/10,0,0,0,0,0,0,6.0164,4.4416,5.3219,5.9666,4.2458,3.6943,6.3118,3.5699,3.8448,3.3453,7.7875,5.6827,4.6537,6.3902,4.0666,5.8926,6.8618,3.4644,4.1127,5.5212,4.2208,3.8371,3.2557,5.8297,4.3693,5.3901,3.9162,3.291,2.2975,2.7491,2.1775,1.4444,2.2246,3.2193,4.698,3.8586,2.204,3.1009,3.7382,4.365,5.0654,8.7511,8.9654,18.9562,11.1606,5.9883,6.6735,7.9446,6.3667,7.8581,13.0705,6.2429,4.7691,5.1534,3.3321,2.4198,2.1424,1.9317,1.5058,1.5541,2.5222,3.1046,3.4645,3.4181,2.8943,4.4187,3.299,3.102,4.3104,7.7828,4.8067,9.3246,11.153,4.1484,4.6973,3.2758,3.382,3.072,2.8301,3.2791,2.8022,2.272,2.5083,3.3057,2.8465,3.1653,2.4622,2.6862,4.9829,3.3582,2.2593,3.5238,6.7582,2.3657,3.99,4.0485,7.5784,4.066,4.9393,4.4375,6.3631,6.8578,7.5891,12.3102,9.4651,13.7834,9.8349,16.4745,11.8198,12.9575,12.1539,10.4323,5.6693,2.0129,0.9594,0.849,0.5254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/12/13,0,0,0,0,0,0,0.4867,2.0886,13.7057,9.5929,6.0575,11.8827,15.5918,14.207,15.2795,16.3771,12.411,12.5746,9.6552,9.7485,5.036,3.4837,7.8072,3.6888,7.2195,7.6803,4.5986,3.953,7.7545,7.2145,7.0581,6.4414,4.0508,5.3011,5.4126,4.5616,3.6635,2.8728,5.5565,3.4946,2.8886,3.3938,4.4024,2.6573,3.5439,2.6704,3.2571,4.0648,2.369,3.2629,1.8835,5.3989,7.2362,8.4153,8.9803,7.1313,12.5818,8.8708,9.3036,6.5511,16.936,6.046,6.7096,4.0453,2.8192,3.2264,2.9263,8.5136,8.3179,5.5661,6.7973,3.9073,2.2613,4.7003,2.4605,3.3147,3.4297,4.4611,3.7241,5.0632,4.5946,4.0512,2.7986,3.2107,6.0367,3.3734,2.7534,3.0868,1.7302,1.9926,1.7731,2.2448,2.1182,3.0246,3.4834,3.1368,5.3589,2.261,1.4636,2.016,1.5515,1.803,1.6296,3.3109,2.0119,4.5485,2.89,3.7801,6.1121,5.4596,5.8284,7.7764,8.4372,8.7764,5.2594,4.2082,2.4996,1.9461,2.0901,1.781,4.5461,0.3253,0.3237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/12/14,0,0,0,0,0,0,2.7919,1.6346,1.8734,2.4818,8.2537,8.4839,14.5514,17.4231,16.7686,11.4474,11.3908,11.0081,13.0671,13.8676,10.1665,10.0461,7.1002,9.9196,11.3765,9.7525,9.6796,6.8429,8.3482,5.1167,4.211,8.075,4.2875,3.069,5.2733,5.032,4.6132,5.1936,2.8256,2.9721,4.5402,4.9931,3.7057,4.5965,3.1231,2.8681,6.4586,4.1288,3.6227,9.3946,7.1818,10.0729,8.9118,12.2453,10.7124,11.4197,11.2759,9.8417,9.3085,7.7622,7.0538,9.0438,8.7313,6.6035,7.4384,5.47,4.7448,4.5725,2.8778,3.2163,4.0899,3.5071,5.0634,2.3337,2.72,3.8372,2.9264,2.5995,4.3878,3.0961,2.7905,3.4994,4.6989,7.8793,4.1689,10.0251,2.9091,2.7767,9.7619,5.9573,2.9359,3.5941,2.6433,2.5597,5.1634,3.0172,2.1317,2.0117,3.0249,2.2726,3.3638,3.9442,2.8122,3.0926,3.6059,4.5495,3.5455,3.1127,3.3138,2.7628,2.2654,6.3882,5.6337,7.4962,3.8678,4.7314,6.207,6.1251,5.8139,4.8988,5.6041,3.8834,4.3773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2021/12/15,0,0,0,0,0,0,4.5028,10.6889,6.4421,8.2123,3.7908,8.21,17.0333,13.1847,30.0739,13.8711,16.5748,9.0763,9.8686,3.4963,4.0555,3.8778,8.6354,15.7216,2.2509,4.9904,13.4314,3.1936,2.9081,1.9352,10.6886,6.1868,3.4386,2.7949,3.8044,4.9923,2.5109,4.3952,3.5974,3.0592,3.808,9.2707,2.155,2.4517,3.3813,6.9626,8.5645,4.5863,1.6626,3.5429,6.7869,11.4276,9.1109,7.7669,8.286,9.9692,7.955,8.0774,5.067,5.001,10.2556,3.7589,2.8029,2.788,2.7218,2.56,3.2535,4.8589,2.3161,11.5923,8.8864,4.4689,2.1816,2.6919,3.61,3.9005,2.0673,3.6004,8.8737,2.3686,8.2215,5.4784,8.1572,4.4119,10.9531,13.9772,1.7768,2.129,4.9514,6.4729,4.8495,8.9312,14.8049,1.7579,2.8001,10.2397,2.0946,3.2576,4.4217,6.5599,6.4271,2.7877,11.1533,6.9667,3.8402,4.5991,5.3504,4.8358,3.6982,3.9837,4.7283,4.1232,2.479,3.0093,4.5394,5.4144,1.9461,1.0136,1.3967,0.6663,0.5478,0.8015,0.7089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
